"wbs";"id";"name";"start";"end";"duration";"effort";"effortdone";"effortleft";"priority";"responsible";"resources";"status";"active_sub_tasks";"open_sub_tasks";"closed_sub_tasks";"complete";"followers";"depends_on";"path_criticalness";"schedule_gauge";"cost"
"4.2.1.1.4";"task5.task111.task112.task113.task117";"        عایق رطوبتی و لایه محافظ شیب بندی بام بلوک 10";"2017-09-08";"2017-09-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"289795934,00"
"4.2.1.1.5";"task5.task111.task112.task113.task118";"        موزاییک شیب بندی بام بلوک 10";"2017-09-08";"2017-09-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"528300000,00"
"4.2.1.1.6";"task5.task111.task112.task113.task119";"        گاترشیب بندی بام بلوک 10";"2017-09-08";"2017-09-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"8786463,50"
"4.2.1.1.7";"task5.task111.task112.task113.task120";"        آهن کشی ودیوارچینی درزژوئن شیب بندی بام بلوک 10";"2017-09-08";"2017-09-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"307850400,00"
"4.3";"task5.task121";"  بلوک 2";"2017-06-25";"2018-05-11";320.0;0.0;0.0;0.0;500;"";"";"in progress";131;0;131;"67%";"";"";1.0;"behind schedule";"21503006553,00"
"4.3.1";"task5.task121.task122";"    شیب بندی بام";"2017-06-25";"2017-11-19";147.0;0.0;0.0;0.0;500;"";"";"in progress";8;0;8;"99%";"";"";1.0;"behind schedule";"4861892148,00"
"4.3.1.1";"task5.task121.task122.task123";"      سفتکاری";"2017-06-25";"2017-11-19";147.0;0.0;0.0;0.0;500;"";"";"in progress";8;0;8;"99%";"";"";1.0;"behind schedule";"3241261432,00"
"4.3.1.1.1";"task5.task121.task122.task123.task124";"        نصب وال پست شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"32480448,00"
"4.3.1.1.2";"task5.task121.task122.task123.task125";"        دیوارچینی هبلکس شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"41760576,00"
"4.3.1.1.3";"task5.task121.task122.task123.task126";"        عایق حرارتی شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"263234400,00"
"4.3.1.1.4";"task5.task121.task122.task123.task127";"        کروم بندی و فوم بتن شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"552792240,00"
"4.3.1.1.5";"task5.task121.task122.task123.task128";"        عایق رطوبتی و لایه محافظ شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"218413202,00"
"4.3.1.1.6";"task5.task121.task122.task123.task129";"        موزاییک شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"398250000,00"
"4.3.1.1.7";"task5.task121.task122.task123.task130";"        گاترشیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"6621450,00"
"4.3.1.1.8";"task5.task121.task122.task123.task131";"        آهن کشی ودیوارچینی درزژوئن شیب بندی بام بلوک 2";"2017-11-19";"2017-11-19";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"107078400,00"
"4.3.2";"task5.task121.task132";"    راهروها";"2017-07-10";"2018-05-11";305.0;0.0;0.0;0.0;500;"";"";"in progress";15;0;15;"60%";"";"";1.0;"behind schedule";"2767841690,00"
"4.3.2.1";"task5.task121.task132.task133";"      سفتکاری";"2017-07-10";"2017-07-27";17.0;0.0;0.0;0.0;500;"";"";"in progress";3;0;3;"99%";"";"";1.0;"behind schedule";"504636704,00"
"4.3.2.1.1";"task5.task121.task132.task133.task134";"        نصب وال پست راهرو بلوک 2";"2017-07-27";"2017-07-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"101605504,00"
"4.3.2.1.2";"task5.task121.task132.task133.task135";"        دیوارچینی هبلکس راهرو بلوک 2";"2017-07-27";"2017-07-27";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"130635648,00"
"4.3.2.1.3";"task5.task121.task132.task133.task136";"        آهن کشی ودیوارچینی درزژوئن راهرو بلوک 2";"2017-07-27";"2017-07-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"20077200,00"
"4.3.2.2";"task5.task121.task132.task137";"      تاسیسات مکانیکی فاز 1";"2017-10-27";"2017-12-14";48.0;0.0;0.0;0.0;500;"";"";"done";5;0;5;"100%";"";"";1.0;"on schedule";"1383988320,00"
"4.3.2.2.1";"task5.task121.task132.task137.task138";"        لوله سرد و گرم فن کوئل راهرو بلوک 2";"2017-12-14";"2017-12-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"232003200,00"
"4.3.2.2.2";"task5.task121.task132.task137.task139";"        لوله سرد و گرم مصرفی راهرو بلوک 2";"2017-12-14";"2017-12-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"22308000,00"
"4.3.2.2.3";"task5.task121.task132.task137.task140";"        لوله اطفاء حریق راهرو بلوک 2";"2017-12-14";"2017-12-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"20820800,00"
"4.3.2.2.4";"task5.task121.task132.task137.task141";"        عایق لوله راهرو بلوک 2";"2017-12-14";"2017-12-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"394182360,00"
"4.3.2.2.5";"task5.task121.task132.task137.task142";"        تست لوله ها راهرو بلوک 2";"2017-12-14";"2017-12-14";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"22679800,00"
"4.3.2.3";"task5.task121.task132.task143";"      تاسیسات برقی فاز 1";"2017-10-01";"2017-12-27";87.0;0.0;0.0;0.0;500;"";"";"in progress";4;0;4;"99%";"";"";1.0;"behind schedule";"223494900,00"
"4.3.2.3.1";"task5.task121.task132.task143.task144";"        ساپورت زنی راهرو بلوک 2";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"4010000,00"
"4.3.2.3.2";"task5.task121.task132.task143.task145";"        سینی کابل راهرو بلوک 2";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"22015800,00"
"4.3.2.3.3";"task5.task121.task132.task143.task146";"        لوله گذاری صوت، روشنایی و اعلام حریق راهرو بلوک 2";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"16537650,00"
"4.3.2.3.4";"task5.task121.task132.task143.task147";"        کابل کشی ولتاژ ضعیف راهرو بلوک 2";"2017-12-27";"2017-12-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69184000,00"
"4.3.2.4";"task5.task121.task132.task148";"      نازک کاری";"2018-02-20";"2018-03-23";31.0;0.0;0.0;0.0;500;"";"";"in progress";3;0;3;"93%";"";"";1.0;"behind schedule";"655721766,00"
"4.3.2.4.1";"task5.task121.task132.task148.task149";"        زیرسازی سقف کاذب راهرو بلوک 2";"2018-03-23";"2018-03-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"129297168,00"
"4.3.2.4.2";"task5.task121.task132.task148.task150";"        نصب پنل سقف کاذب راهرو بلوک 2";"2018-03-23";"2018-03-23";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"120638979,00"
"4.3.2.4.3";"task5.task121.task132.task148.task151";"        کفسازی راهرو بلوک 2";"2018-03-23";"2018-03-23";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"56%";"";"";1.0;"behind schedule";"77924736,00"
"4.3.2.5";"task5.task121.task132.task152";"      تاسیسات مکانیکی فاز 2";"2018-05-02";"2018-05-11";9.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.5.1";"task5.task121.task132.task152.task153";"        نصب فن کوئلها و اسپلیتها راهرو بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.5.2";"task5.task121.task132.task152.task154";"        نصب جعبه و کپسول آتش نشانی راهرو بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.5.3";"task5.task121.task132.task152.task155";"        تست تاسیسات مکانیکی راهرو بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.6";"task5.task121.task132.task156";"      تاسیسات برقی فاز 2";"2018-05-05";"2018-05-11";6.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.6.1";"task5.task121.task132.task156.task157";"        نصب کلید و پریز راهرو بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.6.2";"task5.task121.task132.task156.task158";"        نصب تجهیزات صوت راهرو بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.2.6.3";"task5.task121.task132.task156.task159";"        نصب تجهیزات روشنایی راهرو بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.3";"task5.task121.task160";"    لابی  آسانسور";"2017-12-04";"2018-05-11";158.0;0.0;0.0;0.0;500;"";"";"in progress";6;0;6;"56%";"";"";1.0;"behind schedule";"237932202,00"
"4.3.3.1";"task5.task121.task160.task161";"      تاسیسات برقی فاز 1";"2017-12-04";"2018-01-02";29.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"16190542,00"
"4.3.3.1.1";"task5.task121.task160.task161.task162";"        سوراخکاری و شیارزنی لابی آسانسور بلوک 2";"2018-01-02";"2018-01-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"798000,00"
"4.3.3.1.2";"task5.task121.task160.task161.task163";"        لوله گذاری صوت، روشنایی و اعلام حریق لابی آسانسور بلوک 2";"2018-01-02";"2018-01-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"2315271,00"
"4.3.3.1.3";"task5.task121.task160.task161.task164";"        کابل کشی ولتاژ ضعیف لابی آسانسور بلوک 2";"2018-01-02";"2018-01-02";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"4982000,00"
"4.3.3.2";"task5.task121.task160.task165";"      نازک کاری";"2018-03-10";"2018-03-27";17.0;0.0;0.0;0.0;500;"";"";"in progress";3;0;3;"64%";"";"";1.0;"behind schedule";"221741660,00"
"4.3.3.2.1";"task5.task121.task160.task165.task166";"        زیرسازی سقف کاذب لابی آسانسور بلوک 2";"2018-03-27";"2018-03-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"43723680,00"
"4.3.3.2.2";"task5.task121.task160.task165.task167";"        نصب پنل سقف کاذب لابی آسانسور بلوک 2";"2018-03-27";"2018-03-27";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"69%";"";"";1.0;"behind schedule";"40795790,00"
"4.3.3.2.3";"task5.task121.task160.task165.task168";"        کفسازی لابی آسانسور بلوک 2";"2018-03-27";"2018-03-27";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"26351360,00"
"4.3.3.3";"task5.task121.task160.task169";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.3.3.1";"task5.task121.task160.task169.task170";"        نصب تجهیزات روشنایی لابی آسانسور بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4";"task5.task121.task171";"    سرویس های بهداشتی";"2017-07-17";"2018-05-11";298.0;0.0;0.0;0.0;500;"";"";"in progress";21;0;21;"42%";"";"";1.0;"behind schedule";"3670375062,00"
"4.3.4.1";"task5.task121.task171.task172";"      سفتکاری";"2017-07-17";"2017-12-28";164.0;0.0;0.0;0.0;500;"";"";"done";4;0;4;"100%";"";"";1.0;"on schedule";"1059924556,00"
"4.3.4.1.1";"task5.task121.task171.task172.task173";"        نصب وال پست سرویس بهداشتی بلوک 2";"2017-12-28";"2017-12-28";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"180308128,00"
"4.3.4.1.2";"task5.task121.task171.task172.task174";"        دیوارچینی هبلکس سرویس بهداشتی بلوک 2";"2017-12-28";"2017-12-28";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"231824736,00"
"4.3.4.1.3";"task5.task121.task171.task172.task175";"        شیب بندی سرویس بهداشتی بلوک 2";"2017-12-28";"2017-12-28";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"74954880,00"
"4.3.4.1.4";"task5.task121.task171.task172.task176";"        عایق رطوبتی سرویس بهداشتی بلوک 2";"2017-12-28";"2017-12-28";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"42874534,00"
"4.3.4.2";"task5.task121.task171.task177";"      تاسیسات مکانیکی فاز 1";"2017-08-01";"2017-12-16";137.0;0.0;0.0;0.0;500;"";"";"in progress";9;0;9;"99%";"";"";1.0;"behind schedule";"1132560964,00"
"4.3.4.2.1";"task5.task121.task171.task177.task178";"        ساخت کانال سرویس بهداشتی  بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"43634448,00"
"4.3.4.2.2";"task5.task121.task171.task177.task179";"        ساپورت زنی و شاسی کشی سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69693910,00"
"4.3.4.2.3";"task5.task121.task171.task177.task180";"        نصب کانال سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"43634448,00"
"4.3.4.2.4";"task5.task121.task171.task177.task181";"        عایق کانال سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"38700000,00"
"4.3.4.2.5";"task5.task121.task171.task177.task182";"        لوله سرد و گرم مصرفی سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"76739520,00"
"4.3.4.2.6";"task5.task121.task171.task177.task183";"        لوله اطفاء حریق سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"23943920,00"
"4.3.4.2.7";"task5.task121.task171.task177.task184";"        عایق لوله سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"191558796,00"
"4.3.4.2.8";"task5.task121.task171.task177.task185";"        لوله فاضلاب و ونت سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"99%";"";"";1.0;"behind schedule";"66366300,00"
"4.3.4.2.9";"task5.task121.task171.task177.task186";"        تست لوله ها سرویس بهداشتی بلوک 2";"2017-12-16";"2017-12-16";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"12009140,00"
"4.3.4.3";"task5.task121.task171.task187";"      تاسیسات برقی فاز 1";"2017-12-09";"2018-01-08";30.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"164616934,00"
"4.3.4.3.1";"task5.task121.task171.task187.task188";"        سوراخکاری و شیارزنی سرویس بهداشتی بلوک 2";"2018-01-08";"2018-01-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"950000,00"
"4.3.4.3.2";"task5.task121.task171.task187.task189";"        لوله گذاری صوت، روشنایی و اعلام حریق سرویس بهداشتی بلوک 2";"2018-01-08";"2018-01-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"23924467,00"
"4.3.4.3.3";"task5.task121.task171.task187.task190";"        کابل کشی ولتاژ ضعیف سرویس بهداشتی بلوک 2";"2018-01-08";"2018-01-08";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"57434000,00"
"4.3.4.4";"task5.task121.task171.task191";"      نازک کاری";"2017-10-20";"2018-04-20";182.0;0.0;0.0;0.0;500;"";"";"in progress";5;0;5;"34%";"";"";1.0;"behind schedule";"1313272608,00"
"4.3.4.4.1";"task5.task121.task171.task191.task192";"        پوشش دیوارها سرویس بهداشتی بلوک 2";"2018-04-20";"2018-04-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"187722024,00"
"4.3.4.4.2";"task5.task121.task171.task191.task193";"        زیرسازی سقف کاذب سرویس بهداشتی بلوک 2";"2018-04-20";"2018-04-20";0.0;0.0;0.0;0.0;500;"";"";"in progress";0;0;1;"44%";"";"";1.0;"behind schedule";"74954880,00"
"4.3.4.4.3";"task5.task121.task171.task191.task194";"        نصب پنل سقف کاذب سرویس بهداشتی بلوک 2";"2018-04-20";"2018-04-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"69935640,00"
"4.3.4.4.4";"task5.task121.task171.task191.task195";"        کفسازی سرویس بهداشتی بلوک 2";"2018-04-20";"2018-04-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"45173760,00"
"4.3.4.4.5";"task5.task121.task171.task191.task196";"        نصب درب و پنجره سرویس بهداشتی بلوک 2";"2018-04-20";"2018-04-20";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"278850000,00"
"4.3.4.5";"task5.task121.task171.task197";"      تاسیسات مکانیکی فاز 2";"2018-04-21";"2018-05-11";20.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.5.1";"task5.task121.task171.task197.task198";"        نصب شیرآلات و تجهیزات بهداشتی سرویس بهداشتی بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.5.2";"task5.task121.task171.task197.task199";"        نصب دریچه هوا سرویس بهداشتی بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.5.3";"task5.task121.task171.task197.task200";"        تست تاسیسات مکانیکی سرویس بهداشتی بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.6";"task5.task121.task171.task201";"      تاسیسات برقی فاز 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.6.1";"task5.task121.task171.task201.task202";"        نصب کلید و پریز سرویس بهداشتی بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.6.2";"task5.task121.task171.task201.task203";"        نصب تجهیزات صوت سرویس بهداشتی بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.4.6.3";"task5.task121.task171.task201.task204";"        نصب تجهیزات روشنایی سرویس بهداشتی بلوک 2";"2018-05-11";"2018-05-11";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;0;"100%";"";"";1.0;"on schedule";"0,00"
"4.3.5";"task5.task121.task205";"    آشپزخانه";"2017-07-29";"2018-05-11";286.0;0.0;0.0;0.0;500;"";"";"in progress";16;0;16;"82%";"";"";1.0;"on schedule";"2489923258,00"
"4.3.5.1";"task5.task121.task205.task206";"      سفتکاری";"2017-07-29";"2017-11-12";106.0;0.0;0.0;0.0;500;"";"";"done";3;0;3;"100%";"";"";1.0;"on schedule";"930630272,00"
"4.3.5.1.1";"task5.task121.task205.task206.task207";"        نصب وال پست آشپزخانه بلوک 2";"2017-11-12";"2017-11-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"202794592,00"
"4.3.5.1.2";"task5.task121.task205.task206.task208";"        دیوارچینی هبلکس آشپزخانه بلوک 2";"2017-11-12";"2017-11-12";0.0;0.0;0.0;0.0;500;"";"";"done";0;0;1;"100%";"";"";1.0;"on schedule";"260735904,00"
